site_id,date,jd,iso_year,iso_week,iso_week_num,mean_temp,min_temp,max_temp,rh_min,rh_max,mean_vpd,mean_precip_mm,sum_precip_mm,dd,thirty_day_dd,dd_30d_rollsum_lag34,dd_30d_rollsum_lag42,dd_30d_rollsum_lag50,dd_30d_rollsum_prev_week,cume_dd_prev_week,cume_cd_prev_winter,amblyomma_americanum,dd_rollsum_prev_week,amam_filled,tick_interp_flag,amam_4wk_rollmean_lag1,mean_vpd_4wk_rollmean_lag1,amam_4wk_rollmean_lag50,mean_vpd_4wk_rollmean_lag50,amam_lag1,amam_lag2,amam_lag3,amam_lag4
BLAN,2015-04-20,110,2015,2015-W17,17,10.742857142857126,1.2499999999999527,26.549999999999976,25.6,100,0.7057142857142857,5.3759999999999994,37.632,10.742857142857126,339.371428571428,106.69999999999963,50.21428571428549,28.742857142856902,316.3999999999994,474.14999999999856,227.95000000000152,0,107.99999999999984,0,original,4.9079754601227,0.8957142857142858,4.9079754601227,0.8957142857142858,0,0,0,0
BLAN,2015-04-27,117,2015,NA,18,14.171428571428544,4.149999999999988,26.749999999999964,23.900000000000002,96.9,0.8742857142857143,2.5344285714285713,17.741,14.171428571428544,375.16428571428514,140.08571428571378,101.11428571428537,45.05714285714263,346.7999999999995,549.3499999999984,227.95000000000152,NA,75.19999999999987,3.2719836400818,interpolated,4.9079754601227,0.8957142857142858,4.9079754601227,0.8957142857142858,0,0,0,0
BLAN,2015-05-04,124,2015,NA,19,20.85714285714284,11.950000000000003,29.65,23.700000000000003,100,1.0357142857142858,0.6911428571428572,4.838,20.85714285714284,423.9071428571422,196.12857142857084,135.16428571428523,94.20714285714254,386.4999999999994,648.5499999999982,227.95000000000152,NA,99.1999999999998,6.5439672801636,interpolated,4.9079754601227,0.8957142857142858,4.9079754601227,0.8957142857142858,3.2719836400818,0,0,0
BLAN,2015-05-11,131,2015,2015-W20,20,19.84999999999998,5.549999999999965,30.65,37,100,0.9671428571428572,0.384,2.6879999999999997,19.84999999999998,475.8785714285708,250.26428571428508,185.31428571428512,131.07857142857097,451.1999999999994,794.5499999999981,227.95000000000152,9.8159509202454,145.99999999999986,9.8159509202454,original,4.9079754601227,0.8957142857142858,4.9079754601227,0.8957142857142858,6.5439672801636,3.2719836400818,0,0
BLAN,2015-05-18,138,2015,NA,21,17.50714285714284,5.049999999999965,31.349999999999987,29.700000000000003,100,0.9071428571428571,0,0,17.50714285714284,506.6499999999994,293.89999999999935,245.2285714285708,175.57857142857085,492.1999999999994,933.499999999998,227.95000000000152,NA,138.94999999999985,9.877300613496933,interpolated,4.9079754601227,0.8957142857142858,4.9079754601227,0.8957142857142858,9.8159509202454,6.5439672801636,3.2719836400818,0
BLAN,2015-05-25,145,2015,NA,22,23.899999999999988,16.049999999999972,31.450000000000014,37.2,96.30000000000001,1.1942857142857144,2.5342857142857143,17.74,23.899999999999988,575.6571428571423,343.88571428571373,285.64999999999935,239.02857142857079,523.5999999999995,1056.049999999998,227.95000000000152,NA,122.54999999999987,9.9386503067484675,interpolated,7.377300613496933,0.9460714285714287,4.9079754601227,0.8957142857142858,9.877300613496933,9.8159509202454,6.5439672801636,3.2719836400818
BLAN,2015-06-01,152,2015,2015-W23,23,18.05714285714284,12.049999999999969,29.65,48.1,100,0.41714285714285715,5.222571428571428,36.558,18.05714285714284,603.8428571428567,381.4357142857137,339.371428571428,277.3857142857136,607.7999999999995,1223.3499999999979,227.95000000000152,10,167.2999999999999,10,original,9.043967280163601,1.0260714285714287,4.9079754601227,0.8957142857142858,9.9386503067484675,9.877300613496933,9.8159509202454,6.5439672801636
BLAN,2015-06-08,159,2015,2015-W24,24,25.278571428571418,13.84999999999998,33.34999999999999,36.2,100,1.3342857142857143,3.225285714285714,22.576999999999998,25.278571428571418,615.3999999999995,433.2785714285708,375.16428571428514,335.02857142857084,598.2999999999995,1349.7499999999977,227.95000000000152,19.39393939393939,126.39999999999986,19.39393939393939,original,9.907975460122701,0.8714285714285714,4.9079754601227,0.8957142857142858,10,9.9386503067484675,9.877300613496933,9.8159509202454
BLAN,2015-06-15,166,2015,NA,25,25.607142857142843,19.549999999999976,32.549999999999976,45.7,92.5,1.157142857142857,2.457857142857143,17.205000000000002,25.607142857142843,657.2428571428567,480.49999999999943,423.9071428571422,369.49285714285656,640.6499999999995,1526.6999999999975,227.95000000000152,NA,176.94999999999993,11.265597147950087,interpolated,12.302472578546197,0.9632142857142858,4.9079754601227,0.8957142857142858,19.39393939393939,10,9.9386503067484675,9.877300613496933
BLAN,2015-06-22,173,2015,2015-W26,26,22.685714285714276,12.950000000000003,34.34999999999999,40.800000000000004,100,0.9171428571428571,0.384,2.688,22.685714285714276,698.8357142857138,512.4857142857137,475.8785714285708,414.6642857142851,686.1499999999996,1705.9499999999975,227.95000000000152,3.1372549019607843,179.2499999999999,3.1372549019607843,original,12.649546712159486,1.0257142857142858,4.9079754601227,0.8957142857142858,11.265597147950087,19.39393939393939,10,9.9386503067484675
